,zipcode,AGI_STUB,N1,A00100
1082,06807,21,3490,779780
1083,06810,21,23570,1104966
1084,06811,21,14580,1090238
1085,06812,21,6690,675244
1086,06820,21,9140,4601214
1087,06824,21,14910,2824465
1088,06825,21,9520,949301
1089,06830,21,12100,7624058
1090,06831,21,7380,5061724
1091,06840,21,9210,4897297
1092,06850,21,10080,806438
1093,06851,21,14230,1132663
1094,06853,21,1730,631310
1095,06854,21,13900,835889
1096,06855,21,4070,371575
1097,06870,21,3330,1436256
1098,06877,21,11270,2855883
1099,06878,21,3620,2364132
1100,06880,21,12700,4792160
1101,06883,21,4520,1531093
1102,06890,21,2140,817818
1103,06896,21,4150,831485
1104,06897,21,8330,2382233
1105,06901,21,4070,489032
1106,06902,21,32950,6077642
1107,06903,21,6980,1736771
1108,06905,21,10980,1115895
1109,06906,21,5010,341496
1110,06907,21,4840,410937
1111,19701,21,20120,1289903
1112,19702,21,24860,1386196
1113,19703,21,6970,315659
1114,19707,21,8320,990237
1115,19709,21,17140,1235364
1116,19711,21,21630,1671063
1117,19713,21,15170,723162
1118,19720,21,28100,1238978
1119,19734,21,5080,325145
1120,19736,21,140,18931
1121,19801,21,6210,287461
1122,19802,21,11500,446491
1123,19803,21,11040,1184669
1124,19804,21,8960,386050
1125,19805,21,18250,717317
1126,19806,21,5120,584867
1127,19807,21,4140,1410386
1128,19808,21,19730,1246513
1129,19809,21,7340,425683
1130,19810,21,12900,1050656
1131,19901,21,14550,661045
1132,19904,21,15350,749537
1133,19930,21,1380,132719
1134,19931,21,140,8205
1135,19933,21,4030,175639
1136,19934,21,6140,371472
1137,19938,21,4000,207030
1138,19939,21,3120,178958
1139,19940,21,2530,108256
1140,19941,21,1110,40470
1141,19943,21,5460,255740
1142,19944,21,280,19591
1143,19945,21,3290,135637
1144,19946,21,1940,89264
1145,19947,21,7710,310207
1146,19950,21,3060,130862
1147,19951,21,810,43929
1148,19952,21,4700,200105
1149,19953,21,2030,88344
1150,19954,21,740,31521
1151,19956,21,6850,276770
1152,19958,21,11180,771337
1153,19960,21,3110,119401
1154,19962,21,4890,254835
1155,19963,21,9120,436792
1156,19964,21,540,24745
1157,19966,21,11980,547535
1158,19967,21,360,20285
1159,19968,21,5340,312396
1160,19970,21,3460,226540
1161,19971,21,6980,616738
1162,19973,21,11000,497996
1163,19975,21,4150,226265
1164,19977,21,10070,530606
1165,19979,21,370,17395
1166,20001,21,22650,1521415
1167,20002,21,30050,1891924
1168,20003,21,14640,1446145
1169,20004,21,1040,156474
1170,20005,21,7980,781816
1171,20006,21,730,98900
1172,20007,21,12650,3051082
1173,20008,21,16680,2898138
1174,20009,21,30590,2624611
1175,20010,21,18600,1002761
1176,20011,21,35290,1751506
1177,20012,21,7450,611084
1178,20015,21,7760,1590996
1179,20016,21,14370,3303158
1180,20017,21,9310,513164
1181,20018,21,9000,469712
1182,20019,21,26080,873405
1183,20020,21,23830,872618
1184,20024,21,7170,479704
1185,20032,21,15730,505274
1186,20036,21,3710,452461
1187,20037,21,4970,716454
1188,20601,21,12020,781967
1189,20602,21,12440,686028
1190,20603,21,13650,1013756
1191,20606,21,140,9224
1192,20607,21,5390,448623
1193,20608,21,410,27064
1194,20609,21,530,34493
1195,20611,21,550,36236
1196,20613,21,6670,487616
1197,20615,21,190,14210
1198,20616,21,3030,189252
1199,20617,21,520,41707
1200,20618,21,350,20862
1201,20619,21,5590,435224
1202,20620,21,710,49484
1203,20621,21,690,41485
1204,20622,21,2210,150426
1205,20623,21,1510,118030
1206,20624,21,600,40692
1207,20626,21,180,13224
1208,20628,21,310,22758
1209,20630,21,220,27583
1210,20632,21,210,13080
1211,20634,21,3490,231999
1212,20636,21,4850,404244
1213,20637,21,2720,225146
1214,20639,21,7090,629457
1215,20640,21,4690,267888
1216,20645,21,380,40550
1217,20646,21,9550,731126
1218,20650,21,6060,534188
1219,20653,21,10100,622450
1220,20657,21,8960,570478
1221,20658,21,580,34262
1222,20659,21,10690,719493
1223,20662,21,1210,69221
1224,20664,21,1340,93218
1225,20667,21,280,16333
1226,20670,21,490,28938
1227,20674,21,410,30104
1228,20675,21,880,67105
1229,20676,21,1640,131855
1230,20677,21,1220,123872
1231,20678,21,5380,355662
1232,20680,21,420,26487
1233,20684,21,570,42954
1234,20685,21,3210,247286
1235,20686,21,180,18586
1236,20687,21,150,9020
1237,20688,21,1130,94414
1238,20689,21,880,69809
1239,20690,21,380,37415
1240,20692,21,550,42088
1241,20693,21,590,46900
1242,20695,21,4610,342479
1243,20705,21,13570,727378
1244,20706,21,20310,953473
1245,20707,21,17720,1047843
1246,20708,21,13350,697419
1247,20710,21,4580,153832
1248,20711,21,3250,220013
1249,20712,21,4640,177799
1250,20714,21,2220,139397
1251,20715,21,12890,956219
1252,20716,21,11170,782527
1253,20720,21,11390,970149
1254,20721,21,14600,1275636
1255,20722,21,3140,113440
1256,20723,21,14740,1234360
1257,20724,21,8580,518943
1258,20732,21,4940,378287
1259,20733,21,1520,115505
1260,20735,21,19370,1271891
1261,20736,21,4450,396667
1262,20737,21,10750,372592
1263,20740,21,10970,567669
1264,20743,21,19340,786069
1265,20744,21,26970,1758367
1266,20745,21,14510,630836
1267,20746,21,15060,658867
1268,20747,21,19950,895317
1269,20748,21,20100,964089
1270,20751,21,1210,88387
1271,20754,21,3430,315988
1272,20755,21,3490,167682
1273,20758,21,430,37483
1274,20759,21,2090,366863
1275,20762,21,1410,60795
1276,20763,21,1390,72096
1277,20764,21,2110,152647
1278,20769,21,3450,305055
1279,20770,21,12820,623208
1280,20772,21,22280,1646079
1281,20774,21,24340,1654176
1282,20776,21,1660,141833
1283,20777,21,1660,289453
1284,20778,21,940,96734
1285,20779,21,670,62682
1286,20781,21,6660,292676
1287,20782,21,16800,743868
1288,20783,21,24360,765594
1289,20784,21,15830,623243
1290,20785,21,19230,869916
1291,20794,21,5080,294532
1292,20812,21,160,22497
1293,20814,21,14520,2517248
1294,20815,21,14460,3648911
1295,20816,21,7440,1770769
1296,20817,21,16570,4280642
1297,20818,21,890,160180
1298,20832,21,12370,1158443
1299,20833,21,3700,484551
1300,20837,21,2950,322513
1301,20838,21,160,25746
1302,20839,21,110,10621
1303,20841,21,3840,417634
1304,20842,21,850,102511
1305,20850,21,21890,2465343
1306,20851,21,7820,392414
1307,20852,21,21570,2251822
1308,20853,21,15470,1260392
1309,20854,21,22520,6378578
1310,20855,21,7060,830261
1311,20860,21,890,115905
1312,20861,21,1020,145098
1313,20862,21,200,38897
1314,20866,21,7070,487287
1315,20868,21,370,28418
1316,20871,21,7560,760865
1317,20872,21,6410,488899
1318,20874,21,28760,1997004
1319,20876,21,12240,825437
1320,20877,21,19080,894035
1321,20878,21,29760,3120463
1322,20879,21,12630,787472
1323,20882,21,6680,795501
1324,20886,21,17500,989531
1325,20895,21,9210,1120609
1326,20901,21,18540,1293012
1327,20902,21,25940,1470162
1328,20903,21,12950,499873
1329,20904,21,28620,1845120
1330,20905,21,9180,874561
1331,20906,21,35530,1934051
1332,20910,21,21470,1811669
1333,20912,21,13190,770642
1334,21001,21,11290,567430
1335,21005,21,810,54083
1336,21009,21,14590,985692
1337,21012,21,10610,1048004
1338,21013,21,2320,250564
1339,21014,21,17800,1309568
1340,21015,21,13810,1250141
1341,21017,21,3270,194321
1342,21028,21,1600,147841
1343,21029,21,5370,907633
1344,21030,21,13010,1472371
1345,21032,21,4450,591848
1346,21034,21,1690,97786
1347,21035,21,3860,584954
1348,21036,21,1040,163665
1349,21037,21,10380,1014000
1350,21040,21,11420,474644
1351,21042,21,18340,2529350
1352,21043,21,20400,2045421
1353,21044,21,21110,1872320
1354,21045,21,19900,1398257
1355,21046,21,7880,674859
1356,21047,21,5940,561290
1357,21048,21,5200,457423
1358,21050,21,9130,778050
1359,21051,21,170,17689
1360,21053,21,1590,125092
1361,21054,21,5480,565450
1362,21057,21,2090,230868
1363,21060,21,15930,804032
1364,21061,21,26600,1291733
1365,21074,21,7640,504263
1366,21075,21,12980,1007029
1367,21076,21,7170,579488
1368,21077,21,160,8761
1369,21078,21,9030,617893
1370,21082,21,490,52510
1371,21084,21,3800,301801
1372,21085,21,8520,517113
1373,21087,21,2940,256933
1374,21090,21,5190,347398
1375,21093,21,19590,2438922
1376,21102,21,5700,370898
1377,21104,21,2360,311024
1378,21108,21,8810,850808
1379,21111,21,2490,381488
1380,21113,21,15310,1119258
1381,21114,21,12590,1066658
1382,21117,21,27050,2209067
1383,21120,21,3450,406893
1384,21122,21,29800,2117973
1385,21128,21,6550,563276
1386,21131,21,3630,651066
1387,21132,21,1340,88089
1388,21133,21,14710,745777
1389,21136,21,16650,1447581
1390,21140,21,1770,179539
1391,21144,21,16080,1143063
1392,21146,21,12810,1504082
1393,21152,21,2850,335333
1394,21154,21,3060,207523
1395,21155,21,1300,99834
1396,21156,21,210,14651
1397,21157,21,17460,1221138
1398,21158,21,10180,676355
1399,21160,21,1210,68966
1400,21161,21,2740,207790
1401,21162,21,2040,131144
1402,21163,21,3420,370604
1403,21201,21,7420,365590
1404,21202,21,8080,508199
1405,21204,21,8340,1250636
1406,21205,21,5920,144971
1407,21206,21,23570,904330
1408,21207,21,23170,966430
1409,21208,21,17080,1632810
1410,21209,21,12400,1147962
1411,21210,21,5520,831370
1412,21211,21,8410,430566
1413,21212,21,14480,1331092
1414,21213,21,13100,391248
1415,21214,21,9340,436040
1416,21215,21,24240,885180
1417,21216,21,12150,363490
1418,21217,21,13520,470858
1419,21218,21,19310,1080863
1420,21219,21,4550,252746
1421,21220,21,19710,961980
1422,21221,21,20230,892151
1423,21222,21,26170,1050900
1424,21223,21,9060,232540
1425,21224,21,24830,1192047
1426,21225,21,13890,483707
1427,21226,21,3290,163669
1428,21227,21,16110,735821
1429,21228,21,23690,1578854
1430,21229,21,20960,781126
1431,21230,21,16970,1192933
1432,21231,21,7950,502064
1433,21234,21,35290,1763592
1434,21236,21,20100,1139263
1435,21237,21,14730,731600
1436,21239,21,13940,560056
1437,21244,21,17980,820479
1438,21286,21,9430,819534
1439,21401,21,20190,2054637
1440,21402,21,490,22783
1441,21403,21,16530,1536381
1442,21409,21,9810,984550
1443,21502,21,16740,756071
1444,21520,21,930,43039
1445,21521,21,580,22055
1446,21523,21,110,4495
1447,21530,21,650,28966
1448,21531,21,990,42370
1449,21532,21,5630,262418
1450,21536,21,1750,73153
1451,21538,21,300,10679
1452,21539,21,1150,45698
1453,21541,21,730,46536
1454,21545,21,900,34364
1455,21550,21,6220,284726
1456,21555,21,740,28928
1457,21557,21,820,34097
1458,21561,21,1150,62635
1459,21562,21,1270,50799
1460,21601,21,11730,900663
1461,21607,21,220,10348
1462,21610,21,170,9048
1463,21612,21,220,20375
1464,21613,21,8060,355323
1465,21617,21,4570,350143
1466,21619,21,3230,239665
1467,21620,21,5650,445317
1468,21622,21,260,11032
1469,21623,21,870,48104
1470,21625,21,1110,65743
1471,21629,21,4090,219186
1472,21631,21,1210,62309
1473,21632,21,2820,103842
1474,21634,21,290,9469
1475,21635,21,960,60977
1476,21636,21,550,22986
1477,21638,21,2330,200791
1478,21639,21,1980,88533
1479,21640,21,650,26816
1480,21643,21,2660,108346
1481,21645,21,450,36343
1482,21647,21,150,8854
1483,21649,21,690,24599
1484,21650,21,100,5098
1485,21651,21,1270,61655
1486,21654,21,650,93284
1487,21655,21,2360,117721
1488,21657,21,560,34120
1489,21658,21,1850,173300
1490,21659,21,420,19292
1491,21660,21,1720,81691
1492,21661,21,1190,65082
1493,21662,21,410,60256
1494,21663,21,1640,159746
1495,21665,21,120,8163
1496,21666,21,6240,558347
1497,21667,21,170,8324
1498,21668,21,770,37560
1499,21671,21,390,24183
1500,21673,21,1550,100983
1501,21676,21,150,14395
1502,21677,21,220,15231
1503,21678,21,1040,62400
1504,21679,21,250,23329
1505,21701,21,17900,1203076
1506,21702,21,19630,1283931
1507,21703,21,16610,973919
1508,21704,21,6150,639779
1509,21710,21,2130,198147
1510,21711,21,460,23400
1511,21713,21,4420,283518
1512,21716,21,2510,133739
1513,21718,21,100,7506
1514,21719,21,710,31797
1515,21722,21,2680,139567
1516,21723,21,380,47865
1517,21727,21,2040,112102
1518,21733,21,560,34311
1519,21737,21,820,146396
1520,21738,21,1550,290896
1521,21740,21,26280,1132827
1522,21742,21,15190,937889
1523,21750,21,1710,70586
1524,21754,21,2910,316317
1525,21755,21,2710,210881
1526,21756,21,1730,118662
1527,21757,21,1320,74823
1528,21758,21,2140,154594
1529,21766,21,290,11754
1530,21767,21,670,28309
1531,21769,21,5560,516409
1532,21770,21,2590,207110
1533,21771,21,14490,1257599
1534,21773,21,2530,188199
1535,21774,21,5690,534009
1536,21776,21,2810,186340
1537,21777,21,840,72804
1538,21778,21,510,29153
1539,21779,21,470,30077
1540,21780,21,710,39262
1541,21782,21,1990,109968
1542,21783,21,4110,240647
1543,21784,21,18140,1578536
1544,21787,21,4930,257181
1545,21788,21,5720,337733
1546,21791,21,2450,140271
1547,21793,21,4960,325600
1548,21794,21,1160,163597
1549,21795,21,4620,251348
1550,21797,21,4260,472003
1551,21798,21,1210,79732
1552,21801,21,12070,653258
1553,21804,21,16530,721580
1554,21811,21,11260,676495
1555,21813,21,1470,89349
1556,21814,21,150,5707
1557,21817,21,2030,75755
1558,21821,21,400,17014
1559,21822,21,1250,67430
1560,21826,21,2210,91658
1561,21829,21,250,9164
1562,21830,21,1890,101989
1563,21835,21,230,8808
1564,21837,21,1160,50484
1565,21838,21,810,33397
1566,21840,21,200,9214
1567,21841,21,420,22086
1568,21842,21,6340,378995
1569,21849,21,1580,69006
1570,21850,21,1390,55302
1571,21851,21,3360,142194
1572,21853,21,3690,139031
1573,21856,21,420,22002
1574,21863,21,2280,107623
1575,21864,21,310,12706
1576,21865,21,220,10754
1577,21869,21,420,18395
1578,21871,21,810,37003
1579,21872,21,350,15339
1580,21874,21,1030,44167
1581,21875,21,3030,137439
1582,21901,21,7500,453189
1583,21903,21,2690,158322
1584,21904,21,3200,191063
1585,21911,21,5030,280642
1586,21912,21,520,38910
1587,21915,21,1540,113866
1588,21917,21,1200,72294
1589,21918,21,2040,112817
1590,21919,21,1340,79223
1591,21921,21,19270,1089598
1592,30002,21,3070,221561
1593,30004,21,24640,3000840
1594,30005,21,14140,1746819
1595,30008,21,12640,453164
1596,30009,21,7590,665934
1597,30011,21,6650,300022
1598,30012,21,11280,419325
1599,30013,21,11660,511838
1600,30014,21,13630,615997
1601,30016,21,21870,828796
1602,30017,21,9490,619369
1603,30019,21,18000,1208870
1604,30021,21,10590,258019
1605,30022,21,28530,3582336
1606,30024,21,29710,2904000
1607,30025,21,3880,204138
1608,30028,21,9330,619426
1609,30030,21,12970,1233785
1610,30032,21,21280,596198
1611,30033,21,14170,1059704
1612,30034,21,21620,734130
1613,30035,21,9950,292802
1614,30038,21,17500,670842
1615,30039,21,19740,882265
1616,30040,21,25770,2006988
1617,30041,21,24540,2407765
1618,30043,21,36180,1952752
1619,30044,21,38860,1548068
1620,30045,21,15200,734673
1621,30046,21,16500,598467
1622,30047,21,27540,1510026
1623,30052,21,26950,1361426
1624,30054,21,4970,256425
1625,30055,21,1360,69441
1626,30056,21,1100,54909
1627,30058,21,24700,826450
1628,30060,21,15250,549000
1629,30062,21,29540,2591861
1630,30064,21,21460,1911240
1631,30066,21,25930,1887456
1632,30067,21,22740,1810590
1633,30068,21,15400,1922087
1634,30071,21,11420,415706
1635,30075,21,24740,2887345
1636,30076,21,20500,1600287
1637,30078,21,15320,939905
1638,30079,21,1580,54630
1639,30080,21,26880,1741340
1640,30082,21,12430,883001
1641,30083,21,23890,721151
1642,30084,21,18440,925989
1643,30087,21,17650,1085299
1644,30088,21,12220,405002
1645,30092,21,16230,1253149
1646,30093,21,23600,592764
1647,30094,21,13810,709679
1648,30096,21,31370,1469876
1649,30097,21,18560,2743728
1650,30101,21,24540,1823401
1651,30102,21,17240,846472
1652,30103,21,5660,244287
1653,30104,21,1840,71710
1654,30105,21,1050,56899
1655,30106,21,9340,349647
1656,30107,21,5780,343565
1657,30108,21,3170,129930
1658,30110,21,5020,238237
1659,30113,21,2250,93612
1660,30114,21,19950,1278223
1661,30115,21,17170,1316441
1662,30116,21,9480,483215
1663,30117,21,13920,611330
1664,30120,21,16510,820002
1665,30121,21,8770,379402
1666,30122,21,10540,404220
1667,30124,21,1250,55278
1668,30125,21,8910,332208
1669,30126,21,17700,1148647
1670,30127,21,27170,1555261
1671,30132,21,13910,723229
1672,30134,21,17850,719799
1673,30135,21,27390,1416249
1674,30137,21,730,28601
1675,30139,21,1610,64172
1676,30141,21,10140,499264
1677,30143,21,9680,576673
1678,30144,21,22800,1209535
1679,30145,21,3140,162664
1680,30147,21,1750,65529
1681,30148,21,320,12676
1682,30152,21,18780,1659980
1683,30153,21,7080,283750
1684,30157,21,18670,906654
1685,30161,21,13040,661674
1686,30165,21,15710,769056
1687,30168,21,11400,337325
1688,30170,21,1250,56821
1689,30171,21,1390,65669
1690,30173,21,2660,116321
1691,30175,21,2330,108136
1692,30176,21,2580,99596
1693,30177,21,290,10584
1694,30178,21,1540,73946
1695,30179,21,6920,288694
1696,30180,21,14510,738098
1697,30182,21,1030,42550
1698,30183,21,2270,139220
1699,30184,21,2790,160708
1700,30185,21,1610,74017
1701,30187,21,3900,219510
1702,30188,21,25670,1640418
1703,30189,21,16700,1177896
1704,30204,21,4830,186299
1705,30205,21,1380,101208
1706,30206,21,1100,54570
1707,30213,21,14600,586897
1708,30214,21,13910,832291
1709,30215,21,15310,1259716
1710,30216,21,800,26179
1711,30217,21,3380,132044
1712,30218,21,910,35448
1713,30220,21,2190,84012
1714,30222,21,1780,61096
1715,30223,21,14220,508841
1716,30224,21,10530,498322
1717,30228,21,17100,740928
1718,30230,21,3400,138175
1719,30233,21,8840,387992
1720,30234,21,860,32392
1721,30236,21,20550,846280
1722,30238,21,16610,518289
1723,30240,21,12780,648274
1724,30241,21,10700,417796
1725,30248,21,10130,523689
1726,30251,21,1070,40378
1727,30252,21,17590,1063712
1728,30253,21,23490,1229644
1729,30256,21,1060,48865
1730,30257,21,1760,74471
1731,30258,21,970,40285
1732,30259,21,1430,80497
1733,30260,21,10910,312027
1734,30263,21,24670,1221738
1735,30265,21,14540,975147
1736,30268,21,4390,191496
1737,30269,21,16870,1521335
1738,30273,21,7600,260216
1739,30274,21,14900,399605
1740,30276,21,6300,363290
1741,30277,21,9140,621033
1742,30281,21,29530,1304219
1743,30285,21,290,13207
1744,30286,21,9200,373729
1745,30288,21,3870,123433
1746,30290,21,3880,343853
1747,30291,21,9700,287147
1748,30292,21,2390,121660
1749,30293,21,1250,44650
1750,30294,21,18840,735956
1751,30295,21,1810,87456
1752,30296,21,12840,416274
1753,30297,21,11220,270141
1754,30303,21,1710,102626
1755,30305,21,12740,3170562
1756,30306,21,11800,1726368
1757,30307,21,9610,1073581
1758,30308,21,9440,602440
1759,30309,21,14090,1986268
1760,30310,21,12750,307293
1761,30311,21,15870,476520
1762,30312,21,11040,527047
1763,30313,21,2440,156489
1764,30314,21,7920,170705
1765,30315,21,14390,379658
1766,30316,21,16170,740192
1767,30317,21,6660,350765
1768,30318,21,22070,1255164
1769,30319,21,19770,3101321
1770,30324,21,15890,1177377
1771,30326,21,3080,499937
1772,30327,21,10860,4218307
1773,30328,21,16830,2012244
1774,30329,21,14260,904020
1775,30331,21,25390,1022892
1776,30336,21,820,102045
1777,30337,21,5480,180944
1778,30338,21,16280,1818568
1779,30339,21,11820,1448973
1780,30340,21,13970,486436
1781,30341,21,15020,817393
1782,30342,21,15000,2345081
1783,30344,21,14980,495578
1784,30345,21,11950,1049358
1785,30346,21,3110,216611
1786,30349,21,33840,1167330
1787,30350,21,17160,1741978
